,Unnamed: 0,is_potentially_hazardous_asteroid
1207,12938,0
1208,15687,0
1209,19750,0
1210,19878,0
1211,12126,1
1212,5430,0
1213,5527,0
1214,9346,0
1215,23742,0
1216,9803,0
1217,10240,0
1218,9773,0
1219,15158,1
1220,15360,0
1221,19880,0
1222,10406,1
1223,12433,0
1224,14337,0
1225,17455,0
1226,16208,0
1227,3354,0
1228,15365,0
1229,6128,0
1230,1898,0
1231,21052,0
1232,12245,0
1233,4604,1
1234,10665,1
1235,6318,0
1236,18132,0
1237,14926,0
1238,19720,0
1239,4336,0
1240,17443,0
1241,6740,0
1242,9647,0
1243,21802,0
1244,11761,0
1245,12273,0
1246,18224,0
1247,6345,0
1248,13665,1
1249,14055,0
1250,8738,0
1251,3847,0
1252,5485,0
1253,11568,0
1254,23463,0
1255,1049,1
1256,9680,0
1257,14752,0
1258,9198,0
1259,5218,0
1260,14520,0
1261,5340,0
1262,11149,0
1263,19962,0
1264,14899,0
1265,6575,0
1266,5692,0
1267,9695,0
1268,21219,0
1269,19087,0
1270,16798,0
1271,21874,0
1272,12602,0
1273,14294,0
1274,3899,0
1275,4297,0
1276,19530,0
1277,17056,0
1278,21777,0
1279,17401,0
1280,11690,0
1281,14762,0
1282,11662,0
1283,3573,0
1284,6785,0
1285,22589,0
1286,1476,1
1287,4440,0
1288,8336,0
1289,15810,0
1290,10535,0
1291,10010,0
1292,17668,0
1293,2915,0
1294,23239,0
1295,2784,0
1296,929,0
1297,5043,0
1298,9235,0
1299,4497,0
1300,17746,0
1301,1006,0
1302,779,0
1303,5614,0
1304,6017,1
1305,602,0
1306,17600,0
1307,15559,0
1308,15130,0
1309,2584,0
1310,10314,0
1311,17720,0
1312,14735,0
1313,20574,0
1314,13058,0
1315,18863,0
1316,17597,0
1317,23468,0
1318,20288,1
1319,11098,0
1320,2790,0
1321,23824,0
1322,6510,0
1323,23561,0
1324,22910,0
1325,10061,0
1326,3981,0
1327,13995,0
1328,10574,0
1329,9847,0
1330,1084,0
1331,1632,1
1332,22410,0
1333,745,0
1334,9605,0
1335,2701,0
1336,13823,0
1337,7407,0
1338,8859,0
1339,5200,0
1340,15191,0
1341,1710,1
1342,16035,0
1343,1895,0
1344,7952,0
1345,10431,0
1346,16130,0
1347,7405,0
1348,11493,0
1349,14942,0
1350,6820,0
1351,9315,0
1352,20217,0
1353,19274,0
1354,3309,0
1355,17685,0
1356,10013,0
1357,16443,1
1358,5934,1
1359,7507,0
1360,10883,0
1361,23165,0
1362,4750,0
1363,9427,0
1364,4710,0
1365,4582,0
1366,19554,0
1367,7277,0
1368,23059,0
1369,14086,0
1370,7913,0
1371,11154,0
1372,22290,0
1373,9276,0
1374,3363,0
1375,23256,0
1376,17629,0
1377,3679,0
1378,5351,0
1379,19201,0
1380,2344,0
1381,5303,1
1382,12464,0
1383,19141,0
1384,23975,0
1385,6707,0
1386,8854,0
1387,3918,0
1388,10086,0
1389,16119,0
1390,19385,0
1391,13588,0
1392,2018,0
1393,18386,0
1394,22468,0
1395,15970,0
1396,15491,0
1397,1394,0
1398,15168,0
1399,15179,0
1400,3350,0
1401,16757,0
1402,3263,0
1403,1873,0
1404,16952,0
1405,20969,0
1406,5353,0
1407,15634,0
1408,20407,0
1409,18166,0
1410,1097,0
1411,13921,0
1412,20123,0
1413,2731,0
1414,987,0
1415,19801,0
1416,8431,0
1417,14357,0
1418,19371,1
1419,1437,0
1420,16921,0
1421,2788,0
1422,14276,0
1423,6112,0
1424,21510,0
1425,1412,1
1426,17908,0
1427,18025,0
1428,17382,1
1429,19316,0
1430,19427,0
1431,13744,0
1432,22548,0
1433,18072,0
1434,831,0
1435,3293,0
1436,10931,0
1437,119,0
1438,6747,0
1439,11117,0
1440,3563,1
1441,23792,0
1442,18055,0
1443,23430,0
1444,17256,0
1445,18027,0
1446,18592,0
1447,21729,0
1448,21399,0
1449,17449,0
1450,2821,0
1451,5759,1
1452,17501,0
1453,8721,0
1454,10339,0
1455,28,0
1456,14984,1
1457,9769,0
1458,14020,0
1459,21550,0
1460,12994,0
1461,9997,0
1462,22166,0
1463,13875,0
1464,22184,0
1465,643,1
1466,4639,0
1467,18091,0
1468,1042,1
1469,13495,0
1470,22330,0
1471,13909,0
1472,11564,0
1473,17070,0
1474,19033,0
1475,5477,0
1476,6560,0
1477,17879,0
1478,2880,1
1479,18624,0
1480,18073,0
1481,13756,0
1482,2500,0
1483,17976,0
1484,21610,0
1485,16131,0
1486,12124,0
1487,8013,1
1488,15390,0
1489,16376,0
1490,15885,0
1491,11912,0
1492,6414,0
1493,22680,0
1494,19043,0
1495,21775,0
1496,20287,0
1497,19707,0
1498,18403,0
1499,12261,1
1500,10754,0
1501,22506,0
1502,1206,0
1503,15227,0
1504,6477,0
1505,22928,0
1506,3616,0
1507,20295,0
1508,4769,0
1509,439,0
1510,12315,0
1511,3132,0
1512,9035,0
1513,15298,0
1514,2148,1
1515,9844,0
1516,19742,0
1517,11867,0
1518,10466,0
1519,20003,0
1520,6656,0
1521,19326,0
1522,5931,0
1523,5906,0
1524,15238,0
1525,19455,0
1526,15513,0
1527,10232,0
1528,17496,0
1529,5021,0
1530,10899,0
1531,6010,1
1532,23096,0
1533,586,0
1534,13761,0
1535,8781,0
1536,138,0
1537,23711,0
1538,9107,0
1539,1892,0
1540,9178,0
1541,2380,0
1542,22961,0
1543,4448,0
1544,23298,0
1545,19483,0
1546,12197,1
1547,6964,0
1548,15642,0
1549,21281,0
1550,16545,0
1551,12210,0
1552,19948,0
1553,1966,0
1554,20268,0
1555,2760,0
1556,22713,0
1557,22951,0
1558,7293,0
1559,22336,0
1560,10663,0
1561,20080,0
1562,9930,0
1563,16242,0
1564,2670,0
1565,21196,0
1566,17330,0
1567,8489,0
1568,19653,0
1569,1036,0
1570,6607,0
1571,4967,0
1572,2598,1
1573,4449,0
1574,5053,0
1575,1307,0
1576,17896,0
1577,17602,0
1578,3984,0
1579,3063,0
1580,517,0
1581,21981,0
1582,22183,0
1583,54,0
1584,17652,0
1585,6366,0
1586,11851,1
1587,14607,0
1588,18703,0
1589,543,1
1590,15178,0
1591,1972,0
1592,1649,0
1593,19165,0
1594,10782,1
1595,1402,0
1596,14730,0
1597,9864,0
1598,21259,0
1599,11709,0
1600,499,1
1601,14418,0
1602,3054,0
1603,10559,1
1604,14274,0
1605,3416,0
1606,18512,0
1607,6558,0
1608,21302,0
1609,13186,0
1610,17310,0
1611,18791,0
1612,20034,0
1613,18040,1
1614,2632,0
1615,4324,0
1616,18118,0
1617,875,0
1618,4067,1
1619,16430,0
1620,6438,0
1621,18180,0
1622,4024,1
1623,8174,0
1624,12727,0
1625,2179,0
1626,5810,0
1627,19098,0
1628,23772,0
1629,16909,0
1630,1023,0
1631,19753,0
1632,1325,0
1633,21131,0
1634,2789,0
1635,19386,0
1636,22870,0
1637,11793,0
1638,15375,0
1639,19049,0
1640,22649,0
1641,12615,0
1642,20243,1
1643,11368,0
1644,6125,0
1645,897,0
1646,10397,0
1647,15601,0
1648,4499,0
1649,12724,0
1650,1420,0
1651,17240,0
1652,15253,1
1653,2479,0
1654,2612,0
1655,3226,0
1656,21328,0
1657,17793,0
1658,23423,0
1659,12045,0
1660,15783,1
1661,3244,0
1662,20275,0
1663,20856,0
1664,3638,0
1665,20304,0
1666,9301,0
1667,4998,0
1668,1039,1
1669,23697,0
1670,15190,0
1671,22966,1
1672,9992,0
1673,18441,0
1674,2445,0
1675,2989,0
1676,16460,0
1677,6985,0
1678,23521,0
1679,10978,0
1680,6193,0
1681,9211,0
1682,12231,0
1683,17770,0
1684,3968,0
1685,3142,0
1686,2682,0
1687,12431,0
1688,1682,0
1689,14236,0
1690,10462,0
1691,11745,0
1692,2435,0
1693,12861,0
1694,17014,0
1695,7931,0
1696,6743,0
1697,1595,1
1698,9474,0
1699,11692,0
1700,21710,0
1701,5140,0
1702,298,0
1703,14467,0
1704,3523,0
1705,5082,0
1706,970,0
1707,23878,0
1708,6578,0
1709,5516,0
1710,17123,0
1711,9464,0
1712,15592,0
1713,19294,0
1714,16268,0
1715,21836,0
1716,9901,1
1717,10980,0
1718,16850,0
1719,8040,0
1720,16613,0
1721,1620,0
1722,127,0
1723,5070,0
1724,8185,0
1725,13465,0
1726,11101,0
1727,18256,0
1728,9532,0
1729,3332,1
1730,21600,0
1731,12887,0
1732,20596,0
1733,291,0
1734,14495,0
1735,4654,0
1736,16552,0
1737,186,1
1738,8611,0
1739,14384,0
1740,17974,0
1741,14640,0
1742,11183,0
1743,15750,0
1744,4227,0
1745,20254,0
1746,14667,0
1747,19951,0
1748,1963,0
1749,6163,1
1750,8351,0
1751,979,0
1752,14789,0
1753,13162,0
1754,15016,0
1755,7541,0
1756,22530,0
1757,868,0
1758,22895,0
1759,2759,0
1760,15075,0
1761,2226,0
1762,21215,0
1763,2268,0
1764,3103,0
1765,2151,0
1766,23899,0
1767,1156,1
1768,13879,0
1769,14676,0
1770,22562,0
1771,1824,1
1772,16848,0
1773,1736,0
1774,20145,0
1775,17798,0
1776,19148,0
1777,10369,0
1778,10274,0
1779,21896,0
1780,4197,0
1781,15625,0
1782,6188,0
1783,1939,0
1784,7915,0
1785,17778,0
1786,557,0
1787,6056,0
1788,20501,0
1789,19736,0
1790,10270,0
1791,13945,0
1792,20197,0
1793,17963,0
1794,23576,0
1795,6277,0
1796,15361,0
1797,18056,0
1798,12597,0
1799,2770,0
1800,17584,0
1801,3813,1
1802,3708,1
1803,2816,1
1804,17016,1
1805,11364,0
1806,17500,1
1807,22872,0
1808,5168,0
1809,17617,0
1810,4415,1
1811,15431,0
1812,21622,0
1813,9236,0
1814,17624,0
1815,12993,0
1816,22773,0
1817,8998,0
1818,16480,0
1819,10434,0
1820,6174,0
1821,17155,0
1822,6730,0
1823,20961,0
1824,2185,1
1825,131,0
1826,336,1
1827,22087,0
1828,13400,0
1829,10618,0
1830,848,0
1831,16036,0
1832,9059,0
1833,7898,0
1834,2947,0
1835,3136,0
1836,1327,0
1837,23067,0
1838,12101,0
1839,11256,0
1840,16849,0
1841,8830,1
1842,8978,0
1843,10308,0
1844,12827,0
1845,17828,0
1846,9730,0
1847,3533,0
1848,19466,0
1849,7984,0
1850,1577,1
1851,12471,0
1852,302,1
1853,16495,0
1854,19146,0
1855,9602,0
1856,3107,0
1857,22932,0
1858,20327,0
1859,6752,0
1860,21068,1
1861,22514,0
1862,2510,1
1863,21916,0
1864,18404,0
1865,23548,0
1866,8098,0
1867,6589,0
1868,19675,0
1869,7118,0
