,Unnamed: 0,id,name,absolute_magnitude_h,is_potentially_hazardous_asteroid,is_sentry_object,meters_estimated_diameter,orbit_id,orbit_class_type,perihelion_distance,aphelion_distance,first_observation_date,last_observation_date,orbit_class_description,volume (m^3)
8556,8556,3588013,(2011 WL2),-0.6387482879556973,True,0,1.5446091716732978e-36,58,1,1.8025305831862168,0.04368155441633017,2010-04-14,2021-01-17,3,1.1977498956249287e-100
8557,8557,3588015,(2011 WN2),-0.6382350171876038,False,0,1.5446091716732978e-36,13,1,2.0943031311782363,0.046743310604311486,2011-11-17,2011-11-23,3,1.1977498956249287e-100
8558,8558,3588016,(2011 WO2),-0.6382122051534663,False,0,1.5446091716732978e-36,6,1,1.8588929950192996,0.04597410372663175,2011-11-14,2011-11-18,3,1.1977498956249287e-100
8559,8559,3588017,(2011 WQ2),-0.6381323630339851,False,0,1.5446091716732978e-36,9,1,2.08103915657916,0.04670676337046706,2011-11-17,2011-11-23,3,1.1977498956249287e-100
8560,8560,3588018,(2011 WR2),-0.638223611170535,False,0,1.5446091716732978e-36,8,1,1.6698694431023597,0.04393879274641082,2011-11-16,2011-11-23,3,1.1977498956249287e-100
8561,8561,3588022,(2011 WU2),-0.6382840630609994,False,0,1.5446091716732978e-36,8,0,2.3403999282518297,0.04334180632628801,2011-11-17,2011-11-27,1,1.1977498956249287e-100
8562,8562,3588023,(2011 WV2),-0.6387710999898347,False,0,1.5446091716732978e-36,17,0,2.6257138447889514,0.04443022601366027,2011-11-17,2016-01-15,1,1.1977498956249287e-100
8563,8563,3588062,(2011 WP4),-0.6380068968462289,False,0,1.5446091716732978e-36,9,1,1.8324685930523934,0.04467636642972924,2011-11-18,2011-11-23,3,1.1977498956249287e-100
8564,8564,3588063,(2011 WQ4),-0.6379840848120915,False,1,1.5446091716732978e-36,10,1,2.0576715691267005,0.04565222566902702,2011-11-18,2011-11-24,3,1.1977498956249287e-100
8565,8565,3588064,(2011 WU4),-0.6385429796484599,False,0,1.5446091716732978e-36,10,1,2.0205178454494934,0.04596698628275607,2011-11-18,2011-12-10,3,1.1977498956249287e-100
8566,8566,3588065,(2011 WV4),-0.6385201676143224,False,0,1.5446091716732978e-36,18,1,1.8805934707177976,0.04401495695124702,2011-11-18,2015-05-18,3,1.1977498956249287e-100
8567,8567,3588388,(2011 WH5),-0.6384631375289787,False,0,1.5446091716732978e-36,5,0,2.590587717578801,0.046374690416674115,2011-11-17,2011-11-18,1,1.1977498956249287e-100
8568,8568,3588389,(2011 WK5),-0.6384289194777725,False,0,1.5446091716732978e-36,18,0,2.240380335890476,0.04635210470426912,2011-11-20,2012-01-06,1,1.1977498956249287e-100
8569,8569,3588534,(2011 WK14),-0.638622821767941,False,0,1.5446091716732978e-36,7,0,2.6093709716289815,0.04494223780749115,1999-03-20,2021-05-08,1,1.1977498956249287e-100
8570,8570,3588783,(2011 WH15),-0.6388167240581097,False,0,1.5446091716732978e-36,10,1,1.592595072006811,0.04660809360652824,2011-11-18,2018-07-19,3,1.1977498956249287e-100
8571,8571,3588784,(2011 WJ15),-0.6382350171876038,False,0,1.5446091716732978e-36,7,1,1.5092475546073738,0.046986973193682655,2011-11-22,2011-12-01,3,1.1977498956249287e-100
8572,8572,3588787,(2011 WK15),-0.6388623481263846,False,0,1.5446091716732978e-36,106,0,2.2102076573657223,0.04595128636351592,2011-11-22,2015-06-23,1,1.1977498956249287e-100
8573,8573,3588786,(2011 WN15),-0.6388737541434534,True,0,1.5446091716732978e-36,59,1,1.3301738036727546,0.045164116649399295,2011-11-22,2020-01-20,3,1.1977498956249287e-100
8574,8574,3588846,(2011 WE32),-0.638759693972766,False,0,1.5446091716732978e-36,15,0,2.511160562149599,0.04651409804596286,2011-11-23,2011-12-31,1,1.1977498956249287e-100
8575,8575,3588847,(2011 WF32),-0.6385543856655286,False,0,1.5446091716732978e-36,6,0,2.3422622183723485,0.04714382196331353,2011-11-23,2011-11-29,1,1.1977498956249287e-100
8576,8576,3588898,(2011 WB39),-0.6384289194777725,False,0,1.5446091716732978e-36,8,1,2.1162469853790506,0.04543990958063111,2011-11-23,2012-03-27,3,1.1977498956249287e-100
8577,8577,3588899,(2011 WC39),-0.6384973555801849,False,0,1.5446091716732978e-36,14,0,2.2112442325473856,0.04465692070455546,2011-11-24,2020-12-07,1,1.1977498956249287e-100
8578,8578,3588900,(2011 WD39),-0.638905690991246,False,0,1.5446091716732978e-36,23,1,1.6083550936467947,0.044803844978445126,2011-11-23,2021-01-05,3,1.1977498956249287e-100
8579,8579,3589133,(2011 WP41),-0.6383490773582913,False,0,1.5446091716732978e-36,6,1,1.9639713088299195,0.04602004889266387,2011-11-24,2011-11-30,3,1.1977498956249287e-100
8580,8580,3589134,(2011 WQ41),-0.6385178864109087,False,0,1.5446091716732978e-36,7,0,2.3786205904227655,0.045438213368531266,2011-10-19,2011-11-30,1,1.1977498956249287e-100
8581,8581,3589135,(2011 WR41),-0.6382441420012588,False,0,1.5446091716732978e-36,11,2,1.546958889329615,0.04297077953578709,2011-11-24,2011-12-07,2,1.1977498956249287e-100
8582,8582,3589136,(2011 WC44),-0.6387710999898347,False,0,1.5446091716732978e-36,19,1,1.748223522720534,0.04696940973493409,2011-11-26,2011-12-27,3,1.1977498956249287e-100
8583,8583,3589137,(2011 WE44),-0.6387676781847141,False,0,1.5446091716732978e-36,25,0,2.5458841312660567,0.04613041072283452,2011-11-25,2014-08-30,1,1.1977498956249287e-100
8584,8584,3589138,(2011 WF44),-0.638223611170535,False,0,1.5446091716732978e-36,9,1,1.818121244329774,0.04604535085444028,2011-11-26,2011-12-01,3,1.1977498956249287e-100
8585,8585,3589139,(2011 WG44),-0.6384859495631161,False,0,1.5446091716732978e-36,11,0,2.4315150265260117,0.0442142271976108,2011-11-26,2011-12-19,1,1.1977498956249287e-100
8586,8586,3589296,(2011 WL46),-0.6387368819386285,False,0,1.5446091716732978e-36,8,0,2.462035046436891,0.04651608953886651,2011-11-26,2011-12-28,1,1.1977498956249287e-100
8587,8587,3589297,(2011 WM46),-0.6388566451178503,False,0,1.5446091716732978e-36,31,0,2.3413096985150768,0.04649529475185072,2011-11-26,2019-01-05,1,1.1977498956249287e-100
8588,8588,3589298,(2011 WN46),-0.6387026638874223,True,0,1.5446091716732978e-36,6,1,1.6844236467857385,0.04415937515258208,2011-11-27,2011-12-07,3,1.1977498956249287e-100
8589,8589,3589299,(2011 WO46),-0.6382692352388101,False,0,1.5446091716732978e-36,6,1,1.976809804602821,0.04502411123009687,2011-11-26,2011-12-01,3,1.1977498956249287e-100
8590,8590,3589300,(2011 WP46),-0.6388395360922472,False,0,1.5446091716732978e-36,11,0,2.345462031336288,0.04549865189837472,2011-11-27,2016-12-21,1,1.1977498956249287e-100
8591,8591,3589301,(2011 WQ46),-0.6383673269856012,False,0,1.5446091716732978e-36,17,0,2.199360439046984,0.04517177698382676,2011-11-27,2012-02-18,1,1.1977498956249287e-100
8592,8592,3589302,(2011 WR46),-0.6388281300751785,True,0,1.5446091716732978e-36,14,1,1.3642214181404695,0.04737109950847341,2011-11-27,2011-12-08,3,1.1977498956249287e-100
8593,8593,3589303,(2011 WS46),-0.6383832954094975,False,0,1.5446091716732978e-36,9,1,1.6602711290689103,0.04445558505941771,2011-11-25,2011-12-01,3,1.1977498956249287e-100
8594,8594,3589543,(2011 WL69),-0.6388965661775909,False,0,1.5446091716732978e-36,14,0,2.276479309355751,0.047307814414555574,2011-11-28,2012-02-19,1,1.1977498956249287e-100
8595,8595,3589544,(2011 WN69),-0.6381209570169164,False,1,1.5446091716732978e-36,8,1,1.56654639712443,0.04723268689927812,2011-11-26,2011-11-30,3,1.1977498956249287e-100
8596,8596,3589545,(2011 WP69),-0.6384825277579955,False,0,1.5446091716732978e-36,22,0,2.254130466517558,0.045233801190485826,2011-11-28,2012-01-14,1,1.1977498956249287e-100
8597,8597,3589546,(2011 WR69),-0.6382920472729475,False,0,1.5446091716732978e-36,8,1,1.8850315752484803,0.04440621353099715,2011-11-25,2011-12-01,3,1.1977498956249287e-100
8598,8598,3589591,(2011 WS74),-0.6383832954094975,False,0,1.5446091716732978e-36,21,2,1.6431128029148232,0.04354710857304112,2011-11-29,2011-12-10,2,1.1977498956249287e-100
8599,8599,3589592,(2011 WU74),-0.6381095509998477,False,0,1.5446091716732978e-36,7,1,1.7159357508033442,0.046482587804485845,2011-11-30,2011-12-02,3,1.1977498956249287e-100
8600,8600,3589593,(2011 WV74),-0.637961272777954,False,0,1.5446091716732978e-36,7,1,1.7033220812487184,0.04640529942772027,2011-11-30,2011-12-01,3,1.1977498956249287e-100
8601,8601,3589714,(2011 WS95),-0.6382692352388101,False,0,1.5446091716732978e-36,16,1,2.0503632002409455,0.04616735996001067,2011-11-30,2011-12-23,3,1.1977498956249287e-100
8602,8602,3589716,(2011 WV95),-0.6383262653241537,False,0,1.5446091716732978e-36,16,1,2.0877156295016053,0.04555961631036859,2011-11-30,2012-01-04,3,1.1977498956249287e-100
8603,8603,3589717,(2011 WW95),-0.6384631375289787,False,0,1.5446091716732978e-36,6,0,2.181550861572108,0.04407825592507736,2011-11-30,2011-12-05,1,1.1977498956249287e-100
8604,8604,3589718,(2011 WA96),-0.6387939120239722,False,0,1.5446091716732978e-36,18,0,2.2675564201606715,0.04519040701195518,2011-11-30,2013-07-15,1,1.1977498956249287e-100
8605,8605,3589719,(2011 WB96),-0.6384403254948412,False,0,1.5446091716732978e-36,5,0,2.1846080366087293,0.04427315056719272,2011-11-30,2011-12-01,1,1.1977498956249287e-100
8606,8606,3590075,(2011 XC),-0.638714069904491,False,0,1.5446091716732978e-36,25,0,2.2652104009853193,0.04377186885162242,1998-06-02,2019-01-03,1,1.1977498956249287e-100
8607,8607,3590076,(2011 XD),-0.6383718893924287,False,0,1.5446091716732978e-36,10,1,1.8987571667076284,0.04433197081274534,2011-12-01,2011-12-31,3,1.1977498956249287e-100
8608,8608,3590078,(2011 XF),-0.6385315736313911,False,0,1.5446091716732978e-36,18,0,2.5836007564359385,0.04620612177274666,2011-12-01,2022-01-30,1,1.1977498956249287e-100
8609,8609,3590183,(2011 XD1),-0.6383832954094975,False,0,1.5446091716732978e-36,30,1,2.108734877815679,0.045629702175520905,2011-12-01,2012-02-26,3,1.1977498956249287e-100
8610,8610,3590304,(2011 XL1),-0.6385743461953989,False,0,1.5446091716732978e-36,4,0,2.653872589965664,0.046868597353738245,2011-12-01,2011-12-05,1,1.1977498956249287e-100
8611,8611,3590266,(2011 XM1),-0.6388395360922472,False,0,1.5446091716732978e-36,21,1,1.9558884737957447,0.04719597006022206,2011-12-04,2021-04-14,3,1.1977498956249287e-100
8612,8612,3590911,(2011 XC2),-0.6384631375289787,False,1,1.5446091716732978e-36,15,1,1.8883294411469713,0.04618100335025981,2011-12-08,2011-12-30,3,1.1977498956249287e-100
8613,8613,3591267,(2011 XS2),-0.6390334383824158,False,0,1.5446091716732978e-36,24,1,1.4617211917664217,0.045871260221326704,2011-12-13,2014-01-29,3,1.1977498956249287e-100
8614,8614,3591407,(2011 XA3),-0.6387825060069034,True,0,1.5446091716732978e-36,20,1,1.3132601458096058,0.04583742085302328,2011-11-26,2019-02-01,3,1.1977498956249287e-100
8615,8615,3591409,(2011 YC),-0.6383034532900163,False,0,1.5446091716732978e-36,12,0,2.2136031459564527,0.04523774960745855,2011-12-16,2011-12-26,1,1.1977498956249287e-100
8616,8616,3591447,(2011 YQ1),-0.6381893931193289,False,1,1.5446091716732978e-36,9,1,1.9345192911192493,0.04601394899387148,2011-12-18,2011-12-28,3,1.1977498956249287e-100
8617,8617,3591465,(2011 YW1),-0.6388623481263846,False,0,1.5446091716732978e-36,25,0,2.4999170806536024,0.04534671944610173,2011-12-18,2016-12-01,1,1.1977498956249287e-100
8618,8618,3591595,(2011 YE6),-0.638714069904491,True,0,1.5446091716732978e-36,15,1,1.7856045572693402,0.04748374957897707,2011-11-30,2012-05-17,3,1.1977498956249287e-100
8619,8619,3591611,(2011 YG6),-0.6387038044891291,True,0,1.5446091716732978e-36,31,1,1.8586940297927752,0.04395108468524106,2011-12-24,2017-01-05,3,1.1977498956249287e-100
8620,8620,3591612,(2011 YH6),-0.638622821767941,False,0,1.5446091716732978e-36,33,0,2.338482810127111,0.04683109459147285,2011-12-24,2019-11-05,1,1.1977498956249287e-100
8621,8621,3591613,(2011 YJ6),-0.6383832954094975,False,0,1.5446091716732978e-36,8,1,2.1325839766699657,0.04407480278324959,2011-12-24,2011-12-31,3,1.1977498956249287e-100
8622,8622,3591614,(2011 YK6),-0.6384403254948412,False,0,1.5446091716732978e-36,8,1,1.9225766946767098,0.04624038501932498,2011-12-23,2011-12-26,3,1.1977498956249287e-100
8623,8623,3591615,(2011 YL6),-0.6386684458362161,False,0,1.5446091716732978e-36,19,0,2.483886080376392,0.046470574969160565,2011-12-24,2012-04-11,1,1.1977498956249287e-100
8624,8624,3591616,(2011 YP10),-0.6383034532900163,False,0,1.5446091716732978e-36,8,1,2.125960498070798,0.04375997184211271,2011-12-24,2012-01-26,3,1.1977498956249287e-100
8625,8625,3591617,(2011 YQ10),-0.638931924830504,False,0,1.5446091716732978e-36,147,0,2.2393516897759786,0.04640869454707222,2002-01-05,2022-01-07,1,1.1977498956249287e-100
8626,8626,3591641,(2011 YW10),-0.638314859307085,False,0,1.5446091716732978e-36,18,2,1.5048346376821102,0.043371185888731664,2011-12-25,2021-02-24,2,1.1977498956249287e-100
8627,8627,3591642,(2011 YX10),-0.6386570398191473,False,0,1.5446091716732978e-36,12,2,1.650040183800339,0.04342309218456828,2011-12-25,2013-01-10,2,1.1977498956249287e-100
8628,8628,3591643,(2011 YY10),-0.6383376713412225,False,0,1.5446091716732978e-36,5,0,2.316347849832445,0.04484461722809883,2011-12-26,2011-12-27,1,1.1977498956249287e-100
8629,8629,3591688,(2011 YW15),-0.6382920472729475,False,0,1.5446091716732978e-36,14,1,2.115469356536698,0.04475012981647669,2011-12-27,2012-02-20,3,1.1977498956249287e-100
8630,8630,3591689,(2011 YX15),-0.6382007991363976,False,0,1.5446091716732978e-36,10,1,2.035433831884009,0.043518267344523034,2011-12-27,2012-01-01,3,1.1977498956249287e-100
8631,8631,3591720,(2011 YG28),-0.6386684458362161,False,0,1.5446091716732978e-36,21,0,2.191503242632657,0.047261799725772616,2011-12-27,2012-02-16,1,1.1977498956249287e-100
8632,8632,3591721,(2011 YH28),-0.6387653969813003,True,0,1.5446091716732978e-36,18,1,1.7807217009845917,0.04724399795956408,2011-12-27,2012-06-26,3,1.1977498956249287e-100
8633,8633,3591722,(2011 YJ28),-0.6386798518532848,True,0,1.5446091716732978e-36,19,1,2.063200379161076,0.04314632761460961,2011-12-27,2012-01-30,3,1.1977498956249287e-100
8634,8634,3591723,(2011 YK28),-0.6384175134607037,False,0,1.5446091716732978e-36,7,0,2.297713185138247,0.04406614809615943,2011-12-28,2012-01-03,1,1.1977498956249287e-100
8635,8635,3591724,(2011 YL28),-0.6382578292217412,False,0,1.5446091716732978e-36,10,1,1.9882619082067527,0.04468221702333591,2011-12-28,2012-01-03,3,1.1977498956249287e-100
8636,8636,3591749,(2011 YY28),-0.6386798518532848,False,0,1.5446091716732978e-36,6,0,2.280333460459571,0.04799323647784659,2011-12-28,2012-01-03,1,1.1977498956249287e-100
8637,8637,3591750,(2011 YZ28),-0.6385464014535805,False,0,1.5446091716732978e-36,12,0,2.429827617889452,0.04631306016540444,2011-12-15,2012-02-01,1,1.1977498956249287e-100
8638,8638,3591751,(2011 YA29),-0.6382589698234482,False,0,1.5446091716732978e-36,6,1,2.063601354527518,0.04402852847616893,2011-12-29,2011-12-30,3,1.1977498956249287e-100
8639,8639,3591752,(2011 YB29),-0.6384038262402212,False,0,1.5446091716732978e-36,15,0,2.206385756274295,0.047048036060085216,2011-12-29,2012-03-18,1,1.1977498956249287e-100
8640,8640,3591753,(2011 YC29),-0.6385635104791836,False,0,1.5446091716732978e-36,26,0,2.1816498806344864,0.04376561741079745,2011-12-29,2015-08-03,1,1.1977498956249287e-100
8641,8641,3591754,(2011 YD29),-0.6381095509998477,False,0,1.5446091716732978e-36,6,2,1.5448921250290948,0.042712214030250016,2011-12-29,2012-01-01,2,1.1977498956249287e-100
8642,8642,3591755,(2011 YE29),-0.6383034532900163,False,0,1.5446091716732978e-36,7,1,2.1138692238148797,0.04297266340461771,2011-12-29,2012-01-01,3,1.1977498956249287e-100
8643,8643,3591756,(2011 YB40),-0.6389193782117284,False,0,1.5446091716732978e-36,31,0,2.1852598479050975,0.04694505572890579,2011-12-28,2020-01-29,1,1.1977498956249287e-100
8644,8644,3591757,(2011 YC40),-0.6377217464195104,False,1,1.5446091716732978e-36,5,1,1.8805684330196224,0.04485607005598523,2011-12-29,2011-12-30,3,1.1977498956249287e-100
8645,8645,3591758,(2011 YD40),-0.638714069904491,False,0,1.5446091716732978e-36,8,0,2.6259120744743383,0.04538238969414643,2011-12-29,2012-01-29,1,1.1977498956249287e-100
8646,8646,3591759,(2011 YE40),-0.6382350171876038,False,0,1.5446091716732978e-36,6,1,2.1300670533747708,0.04376367239817035,2011-12-30,2012-01-01,3,1.1977498956249287e-100
8647,8647,3591760,(2011 YH40),-0.6384973555801849,False,0,1.5446091716732978e-36,35,1,2.029093013617119,0.04456790067809505,2011-12-29,2012-01-26,3,1.1977498956249287e-100
8648,8648,3591883,(2011 YS62),-0.6388509421093159,False,0,1.5446091716732978e-36,65,0,2.193999810092307,0.046860294010309944,2011-11-23,2019-12-11,1,1.1977498956249287e-100
8649,8649,3591884,(2011 YT62),-0.6385543856655286,False,0,1.5446091716732978e-36,16,1,2.0702478488082026,0.04378414270128289,2011-12-29,2020-03-04,3,1.1977498956249287e-100
8650,8650,3591885,(2011 YU62),-0.6391132805018971,False,0,1.5446091716732978e-36,39,1,1.8887117192636815,0.04742354457639338,2011-12-29,2021-01-05,3,1.1977498956249287e-100
8651,8651,3591886,(2011 YV62),-0.6386798518532848,True,0,1.5446091716732978e-36,10,1,1.6669365157411087,0.045607418143235996,2011-12-30,2015-03-17,3,1.1977498956249287e-100
8652,8652,3591887,(2011 YW62),-0.6384403254948412,False,0,1.5446091716732978e-36,8,0,2.4515872181291565,0.045849542875638694,2011-12-30,2012-02-18,1,1.1977498956249287e-100
8653,8653,3591888,(2011 YX62),-0.6384859495631161,False,0,1.5446091716732978e-36,5,1,1.334151414563936,0.047488478790044295,2011-12-30,2012-01-02,3,1.1977498956249287e-100
8654,8654,3591889,(2011 YY62),-0.6384973555801849,False,0,1.5446091716732978e-36,9,1,1.8862055128737147,0.04695351487835947,2011-12-31,2012-01-24,3,1.1977498956249287e-100
8655,8655,3591890,(2011 YZ62),-0.63817798710226,False,0,1.5446091716732978e-36,7,0,2.1876396579375803,0.045846311141646195,2011-12-31,2012-01-13,1,1.1977498956249287e-100
8656,8656,3591891,(2011 YA63),-0.6383034532900163,False,0,1.5446091716732978e-36,9,0,2.2504712919240246,0.04447051518626249,2011-12-31,2012-01-30,1,1.1977498956249287e-100
8657,8657,3591892,(2011 YB63),-0.6377103404024416,False,0,1.5446091716732978e-36,5,1,2.046196938512805,0.04597258156312418,2011-12-31,2012-01-01,3,1.1977498956249287e-100
8658,8658,3591893,(2011 YC63),-0.6378015885389916,False,1,1.5446091716732978e-36,5,1,1.629492914440618,0.045403644127532214,2011-12-31,2012-01-01,3,1.1977498956249287e-100
8659,8659,3592014,(2011 YL63),-0.6387300383283873,False,0,1.5446091716732978e-36,9,1,1.375227790894626,0.046409859346210836,2011-12-31,2022-01-04,3,1.1977498956249287e-100
8660,8660,3592015,(2011 YM63),-0.6385886037167349,False,0,1.5446091716732978e-36,28,0,2.245633301428715,0.046465049359716744,2011-12-31,2012-04-02,1,1.1977498956249287e-100
8661,8661,3596097,(2011 YU74),-0.6384859495631161,False,0,1.5446091716732978e-36,22,1,2.0421867772992828,0.04414216887604993,2011-12-27,2015-09-04,3,1.1977498956249287e-100
8662,8662,3591894,(2012 AQ),-0.6376076862488229,False,1,1.5446091716732978e-36,6,1,2.0585899730547923,0.0432012558058352,2012-01-01,2012-01-03,3,1.1977498956249287e-100
8663,8663,3592016,(2012 AW),-0.6385977285303899,False,0,1.5446091716732978e-36,10,1,1.8716594422347412,0.04392696616048822,2012-01-01,2021-12-01,3,1.1977498956249287e-100
8664,8664,3592017,(2012 AX),-0.6383947014265662,False,0,1.5446091716732978e-36,10,1,2.145578710068801,0.04612109026234647,2012-01-02,2012-03-17,3,1.1977498956249287e-100
8665,8665,3592018,(2012 AY),-0.6385543856655286,False,0,1.5446091716732978e-36,23,1,1.9750380832458645,0.04403181997212223,2012-01-02,2015-12-02,3,1.1977498956249287e-100
8666,8666,3592019,(2012 AZ),-0.6381665810851913,False,0,1.5446091716732978e-36,6,1,1.878678461383612,0.04455297212424277,2012-01-02,2012-01-04,3,1.1977498956249287e-100
8667,8667,3592118,(2012 AA3),-0.6385543856655286,False,0,1.5446091716732978e-36,10,0,2.380342053183991,0.04571174189931342,2012-01-02,2012-01-25,1,1.1977498956249287e-100
8668,8668,3592119,(2012 AB3),-0.63836048337536,False,0,1.5446091716732978e-36,8,1,2.010491098028826,0.04683103100596256,2012-01-03,2012-01-20,3,1.1977498956249287e-100
8669,8669,3592120,(2012 AC3),-0.6384893713682368,False,0,1.5446091716732978e-36,21,0,2.1710003486223792,0.04531130239774259,2011-12-16,2012-02-11,1,1.1977498956249287e-100
8670,8670,3592225,(2012 AD3),-0.6388623481263846,True,0,1.5446091716732978e-36,18,1,1.923454692757644,0.04651006180675927,2012-01-02,2015-02-10,3,1.1977498956249287e-100
8671,8671,3592226,(2012 AE3),-0.6388030368376272,False,0,1.5446091716732978e-36,19,0,2.376274070659095,0.04425507446563951,2012-01-03,2022-01-26,1,1.1977498956249287e-100
8672,8672,3592227,(2012 AF3),-0.6383034532900163,False,0,1.5446091716732978e-36,7,1,1.9876673498565194,0.04326641137381986,2012-01-04,2012-01-25,3,1.1977498956249287e-100
8673,8673,54029194,(2012 AG7),-0.6388965661775909,False,0,1.5446091716732978e-36,2,0,2.624840514733312,0.046512948749450535,2011-12-28,2012-02-02,1,1.1977498956249287e-100
8674,8674,3592305,(2012 AM10),-0.6385087615972537,False,0,1.5446091716732978e-36,8,1,1.7421625147430597,0.04515770464248128,2012-01-10,2012-01-25,3,1.1977498956249287e-100
8675,8675,3592306,(2012 AN10),-0.6385429796484599,False,0,1.5446091716732978e-36,10,2,1.561782283702181,0.04342464501100936,2012-01-10,2012-01-20,2,1.1977498956249287e-100
8676,8676,3592307,(2012 AO10),-0.6383034532900163,False,0,1.5446091716732978e-36,7,1,2.0293957374474907,0.04433297066198473,2012-01-10,2012-01-25,3,1.1977498956249287e-100
8677,8677,3592308,(2012 AP10),-0.6380867389657101,False,0,1.5446091716732978e-36,14,2,1.794894054773007,0.042740536921687486,2012-01-11,2017-01-22,2,1.1977498956249287e-100
8678,8678,3595636,(2012 AQ10),-0.6380639269315727,False,0,1.5446091716732978e-36,9,1,2.065573637197642,0.04531786862870962,2012-01-13,2012-01-17,3,1.1977498956249287e-100
8679,8679,3595643,(2012 AT10),-0.6388167240581097,False,0,1.5446091716732978e-36,10,0,2.3412228564185877,0.046113847032106914,2009-01-01,2012-04-18,1,1.1977498956249287e-100
8680,8680,3595645,(2012 AW10),-0.63817798710226,False,0,1.5446091716732978e-36,8,1,1.905600251298852,0.045044084505048716,2012-01-14,2012-01-16,3,1.1977498956249287e-100
8681,8681,3595774,(2012 AA11),-0.6388167240581097,True,0,1.5446091716732978e-36,77,0,2.1521658044555227,0.045956892459459685,2012-01-14,2015-05-22,1,1.1977498956249287e-100
8682,8682,3595775,(2012 AB11),-0.6385669322843043,False,0,1.5446091716732978e-36,23,0,2.2263590162226095,0.04494419992644227,2012-01-14,2022-01-06,1,1.1977498956249287e-100
8683,8683,3595776,(2012 AC11),-0.6385771976996661,False,0,1.5446091716732978e-36,11,0,2.519115289558899,0.043755965332366725,2012-01-14,2012-02-21,1,1.1977498956249287e-100
8684,8684,3595880,(2012 AW12),-0.6388281300751785,False,0,1.5446091716732978e-36,15,1,1.6784362298608948,0.045716744654822054,2012-01-05,2014-02-28,3,1.1977498956249287e-100
8685,8685,3595889,(2012 AC13),-0.6388338330837128,False,0,1.5446091716732978e-36,16,0,2.563417796072077,0.04615980450219575,2012-01-13,2022-02-25,1,1.1977498956249287e-100
8686,8686,3597505,(2012 AT22),-0.6387927714222653,False,0,1.5446091716732978e-36,13,1,2.0723062710047815,0.04357536859652907,2012-01-10,2022-04-07,3,1.1977498956249287e-100
8687,8687,3595919,(2012 BN1),-0.6382007991363976,False,0,1.5446091716732978e-36,8,2,1.756464323872148,0.04290526503980957,2012-01-16,2018-01-14,2,1.1977498956249287e-100
8688,8688,3595920,(2012 BO1),-0.6382692352388101,False,0,1.5446091716732978e-36,5,0,2.310356086236119,0.044086202224516154,2012-01-18,2012-01-19,1,1.1977498956249287e-100
8689,8689,3595921,(2012 BP1),-0.6383490773582913,False,0,1.5446091716732978e-36,5,0,2.3878850250926726,0.044205903802044415,2012-01-18,2012-01-19,1,1.1977498956249287e-100
8690,8690,3595922,(2012 BR1),-0.6380867389657101,False,0,1.5446091716732978e-36,5,1,1.8205901973627627,0.04360939852108494,2012-01-18,2012-01-19,3,1.1977498956249287e-100
8691,8691,3595923,(2012 BS1),-0.637870024641404,False,0,1.5446091716732978e-36,7,1,1.9599135644984023,0.04478274675092401,2012-01-18,2012-01-21,3,1.1977498956249287e-100
8692,8692,3595924,(2012 BT1),-0.6379840848120915,False,0,1.5446091716732978e-36,5,2,1.5568906162462737,0.0427745464143438,2012-01-18,2012-01-19,2,1.1977498956249287e-100
8693,8693,3595925,(2012 BU1),-0.6379498667608852,False,1,1.5446091716732978e-36,8,1,1.9727501634729445,0.0452539338594735,2012-01-18,2012-01-25,3,1.1977498956249287e-100
8694,8694,3595926,(2012 BV1),-0.6375734681976167,False,1,1.5446091716732978e-36,5,1,1.8970981672025675,0.04417109656555544,2012-01-18,2012-01-19,3,1.1977498956249287e-100
8695,8695,3595927,(2012 BX1),-0.6382806412558788,False,0,1.5446091716732978e-36,7,1,1.833298464494859,0.04391561398774902,2012-01-18,2012-01-25,3,1.1977498956249287e-100
8696,8696,3595928,(2012 BY1),-0.63817798710226,False,1,1.5446091716732978e-36,9,1,1.7100541201790926,0.04654821715405953,2012-01-18,2012-01-24,3,1.1977498956249287e-100
8697,8697,3595929,(2012 BZ1),-0.6383947014265662,False,0,1.5446091716732978e-36,6,1,1.5476818793686244,0.04494004128354615,2012-01-18,2012-01-19,3,1.1977498956249287e-100
8698,8698,3595930,(2012 BB2),-0.6387482879556973,False,0,1.5446091716732978e-36,19,0,2.443474008669127,0.04501191333436304,2012-01-17,2013-08-11,1,1.1977498956249287e-100
8699,8699,3595981,(2012 BF11),-0.6385657916825973,False,0,1.5446091716732978e-36,12,0,2.401287046946111,0.043612075183427565,2012-01-19,2022-04-13,1,1.1977498956249287e-100
8700,8700,3595982,(2012 BG11),-0.6385315736313911,False,0,1.5446091716732978e-36,11,1,2.0475812457840648,0.04593169914968718,2012-01-19,2012-01-26,3,1.1977498956249287e-100
8701,8701,3595983,(2012 BJ11),-0.6386091345474586,False,0,1.5446091716732978e-36,25,0,2.1634456226848218,0.045409530957477226,2011-12-04,2012-05-16,1,1.1977498956249287e-100
8702,8702,3595984,(2012 BK11),-0.6385201676143224,False,0,1.5446091716732978e-36,21,0,2.366356353363037,0.04560308271548198,2012-01-19,2012-04-24,1,1.1977498956249287e-100
8703,8703,3595985,(2012 BL11),-0.6381665810851913,False,0,1.5446091716732978e-36,5,0,2.2094660875202545,0.043795219857951935,2012-01-19,2012-01-20,1,1.1977498956249287e-100
