,Unnamed: 0,id,name,absolute_magnitude_h,is_potentially_hazardous_asteroid,is_sentry_object,meters_estimated_diameter,orbit_id,orbit_class_type,perihelion_distance,aphelion_distance,first_observation_date,last_observation_date,orbit_class_description,volume (m^3)
2486,2486,2500080,500080 (2011 WV134),-0.6391543421633445,True,0,1.5446091716732978e-36,125,1,1.9674699848146315,0.047365365913174355,2006-11-23,2021-02-01,3,1.1977498956249287e-100
2487,2487,2500094,500094 (2012 BC20),-0.6389707052885377,False,0,1.5446091716732978e-36,181,1,2.10774837118017,0.044402504575214746,2012-01-21,2020-09-23,3,1.1977498956249287e-100
2488,2488,2500136,500136 (2012 CO46),-0.6385201676143224,False,0,1.5446091716732978e-36,41,0,2.2195338344437614,0.04408434588458884,2012-02-15,2020-08-23,1,1.1977498956249287e-100
2489,2489,2500749,500749 (2013 AP60),-0.6391817166043094,False,0,1.5446091716732978e-36,60,1,1.7361230080082375,0.047581802548123824,2013-01-09,2022-03-26,3,1.1977498956249287e-100
2490,2490,2500922,500922 (2013 PE26),-0.6390779218489839,False,0,1.5446091716732978e-36,34,1,1.6132120004968096,0.04547201110325783,2013-08-08,2021-09-10,3,1.1977498956249287e-100
2491,2491,2501243,501243 (2013 VG13),-0.638622821767941,False,0,1.5446091716732978e-36,25,1,1.6881337901507145,0.04375078892449278,2000-09-03,2017-07-21,3,1.1977498956249287e-100
2492,2492,2501567,501567 (2014 NF63),-0.638714069904491,False,0,1.5446091716732978e-36,24,0,2.4448265110626237,0.04592835761015387,2011-03-30,2017-09-12,1,1.1977498956249287e-100
2493,2493,2501647,501647 (2014 SD224),-0.6385589480723561,False,0,1.5446091716732978e-36,58,2,1.6668262219808914,0.043499486905309456,2014-08-15,2020-12-28,2,1.1977498956249287e-100
2494,2494,2501878,501878 (2014 WF365),-0.6391326707309138,False,0,1.5446091716732978e-36,47,1,1.5499529370613083,0.04687975326300488,2007-10-11,2021-11-11,3,1.1977498956249287e-100
2495,2495,2501934,501934 (2014 XT3),-0.6390653752302083,False,0,1.5446091716732978e-36,18,0,2.470900165524208,0.0463195541535819,2002-02-06,2022-02-03,1,1.1977498956249287e-100
2496,2496,2503274,503274 (2015 QE9),-0.6388908631690565,False,0,1.5446091716732978e-36,37,0,2.458492662265531,0.04477622838630421,2011-08-24,2021-10-01,1,1.1977498956249287e-100
2497,2497,2503277,503277 (2015 RT83),-0.6388509421093159,False,0,1.5446091716732978e-36,56,0,2.3890093014214284,0.04503441072091682,2002-07-29,2017-09-24,1,1.1977498956249287e-100
2498,2498,2503293,503293 (2016 AA9),-0.6389193782117284,False,0,1.5446091716732978e-36,61,0,2.626978528399725,0.04495463054176919,2006-11-21,2018-01-14,1,1.1977498956249287e-100
2499,2499,2503861,503861 (1998 WZ1),-0.6388463797024885,True,0,1.5446091716732978e-36,47,1,2.0578031483664248,0.0463692626533172,1998-11-16,2018-05-16,3,1.1977498956249287e-100
2500,2500,2503865,503865 (1999 VM11),-0.6387482879556973,False,0,1.5446091716732978e-36,20,0,2.37294249878512,0.04485358434450776,1999-11-06,2017-10-22,1,1.1977498956249287e-100
2501,2501,2503871,503871 (2000 SL),-0.6390322977807089,False,0,1.5446091716732978e-36,76,1,2.019040730778226,0.04500982747032634,2000-05-04,2021-11-11,3,1.1977498956249287e-100
2502,2502,2503880,503880 (2000 YJ29),-0.6390642346285015,False,0,1.5446091716732978e-36,36,1,1.3998440723569385,0.04656213986078938,2000-12-23,2020-02-15,3,1.1977498956249287e-100
2503,2503,2503892,503892 (2001 UF18),-0.6389307842287971,False,0,1.5446091716732978e-36,33,1,1.4768268752118638,0.04453702871182624,2001-10-26,2017-11-18,3,1.1977498956249287e-100
2504,2504,2503911,503911 (2002 FD6),-0.6385657916825973,False,0,1.5446091716732978e-36,54,1,1.8521815965193873,0.04422203896581045,2002-03-21,2017-10-22,3,1.1977498956249287e-100
2505,2505,2503941,503941 (2003 UV11),-0.6388851601605222,True,0,1.5446091716732978e-36,79,1,1.4086664073671153,0.045543219596384216,1996-10-12,2017-10-31,3,1.1977498956249287e-100
2506,2506,2503960,503960 (2004 QF1),-0.6390243135687609,False,0,1.5446091716732978e-36,175,1,1.7701898602019608,0.04362335186433281,2004-08-19,2021-06-01,3,1.1977498956249287e-100
2507,2507,2503966,503966 (2004 RX109),-0.6390448443994846,False,0,1.5446091716732978e-36,31,1,1.455849176017669,0.046893722859063125,2004-08-27,2017-10-24,3,1.1977498956249287e-100
2508,2508,2504025,504025 (2005 RQ6),-0.6389421902458658,False,0,1.5446091716732978e-36,133,0,2.3356167083708854,0.04680291354003365,2005-08-28,2022-02-07,1,1.1977498956249287e-100
2509,2509,2504033,504033 (2005 UN157),-0.6390254541704677,False,0,1.5446091716732978e-36,24,1,1.4195965571031923,0.047361210638895354,2005-10-29,2021-10-26,3,1.1977498956249287e-100
2510,2510,2504034,504034 (2005 UJ159),-0.6391018744848282,True,0,1.5446091716732978e-36,46,1,1.575107248605434,0.048181695751661764,2005-10-30,2018-05-24,3,1.1977498956249287e-100
2511,2511,2504074,504074 (2006 AD),-0.6392022474350332,False,0,1.5446091716732978e-36,57,1,1.5499261676282554,0.04404807829262026,2006-01-01,2022-04-10,3,1.1977498956249287e-100
2512,2512,2504181,504181 (2006 TC),-0.6389764082970721,False,0,1.5446091716732978e-36,25,1,1.3195131010460575,0.04595995043926054,2006-10-01,2017-10-26,3,1.1977498956249287e-100
2513,2513,2504256,504256 (2006 VD13),-0.6389535962629346,True,0,1.5446091716732978e-36,83,1,2.1291618234681824,0.045907462460681336,2000-07-29,2018-06-13,3,1.1977498956249287e-100
2514,2514,2504392,504392 (2007 VO243),-0.6388851601605222,False,0,1.5446091716732978e-36,34,0,2.2931965436646204,0.045565387251375274,2007-11-15,2017-12-25,1,1.1977498956249287e-100
2515,2515,2504505,504505 (2008 MH1),-0.639022032365347,False,0,1.5446091716732978e-36,120,0,2.368529615411452,0.04708833466767387,2008-06-28,2021-04-09,1,1.1977498956249287e-100
2516,2516,2504680,504680 (2009 EO2),-0.6388509421093159,True,0,1.5446091716732978e-36,50,1,1.9574579437926118,0.04551018299361508,2009-03-05,2017-12-21,3,1.1977498956249287e-100
2517,2517,2504711,504711 (2009 SP171),-0.6389102533980734,False,0,1.5446091716732978e-36,67,1,1.9347666929808782,0.04453963011819614,2007-05-29,2020-10-14,3,1.1977498956249287e-100
2518,2518,2504800,504800 (2010 CO1),-0.6386114157508723,True,0,1.5446091716732978e-36,32,1,1.8273685815735508,0.043335870864894876,2010-01-31,2019-11-08,3,1.1977498956249287e-100
2519,2519,2504827,504827 (2010 KZ117),-0.6389307842287971,False,0,1.5446091716732978e-36,31,0,2.2966392444745445,0.04642692323926347,2010-05-18,2017-10-30,1,1.1977498956249287e-100
2520,2520,2504887,504887 (2010 WL),-0.6388509421093159,False,0,1.5446091716732978e-36,67,0,2.24071766274234,0.0465292941624835,2003-12-19,2018-01-16,1,1.1977498956249287e-100
2521,2521,2504928,504928 (2011 CO2),-0.6390106263482783,False,0,1.5446091716732978e-36,49,0,2.5425594036388754,0.046302163757754145,2011-02-01,2018-05-14,1,1.1977498956249287e-100
2522,2522,2504994,504994 (2011 JU2),-0.6390106263482783,False,0,1.5446091716732978e-36,26,0,2.2625703479872374,0.04596071912182715,2011-05-03,2017-10-28,1,1.1977498956249287e-100
2523,2523,2505019,505019 (2011 QH21),-0.6389547368646415,False,0,1.5446091716732978e-36,31,1,2.125793590449461,0.04414491843559008,2011-08-23,2021-01-05,3,1.1977498956249287e-100
2524,2524,2505093,505093 (2011 VQ5),-0.6387996150325066,False,0,1.5446091716732978e-36,98,0,2.3895569853086407,0.045981472073933896,2011-11-03,2021-04-06,1,1.1977498956249287e-100
2525,2525,2505169,505169 (2012 SQ56),-0.6390904684677595,False,0,1.5446091716732978e-36,38,0,2.6463022275720234,0.04737633609953406,2012-09-22,2018-01-17,1,1.1977498956249287e-100
2526,2526,2505178,505178 (2012 TV78),-0.6388965661775909,True,0,1.5446091716732978e-36,78,1,1.8629831357730664,0.04582612865777012,2002-10-11,2018-07-04,3,1.1977498956249287e-100
2527,2527,2505657,505657 (2014 SR339),-0.6389946579243821,True,0,1.5446091716732978e-36,162,1,1.9794169181374233,0.04429340369638695,2014-09-30,2021-06-10,3,1.1977498956249287e-100
2528,2528,2505667,505667 (2014 UV33),-0.6390733594421564,False,0,1.5446091716732978e-36,126,0,2.429144759295146,0.04586422759157775,1998-02-23,2021-06-07,1,1.1977498956249287e-100
2529,2529,2506074,506074 (2015 UM67),-0.6389478932544003,True,0,1.5446091716732978e-36,81,1,1.5095972215528657,0.04561967663649463,2015-10-24,2021-11-29,3,1.1977498956249287e-100
2530,2530,2506425,506425 (2000 DQ110),-0.6392159346555157,False,0,1.5446091716732978e-36,51,0,2.5459026016546495,0.04784332931556784,2000-02-26,2017-11-20,1,1.1977498956249287e-100
2531,2531,2506437,506437 (2000 WL10),-0.6390562504165533,False,0,1.5446091716732978e-36,32,1,1.9520427545880032,0.047797012027205266,1983-11-06,2018-02-11,3,1.1977498956249287e-100
2532,2532,2506459,506459 (2002 AL14),-0.6390665158319152,False,0,1.5446091716732978e-36,370,1,1.9821676998530426,0.04317380052884063,1985-02-13,2022-04-15,3,1.1977498956249287e-100
2533,2533,2506491,506491 (2003 UW29),-0.638759693972766,True,0,1.5446091716732978e-36,26,1,1.3355235841337483,0.04501251536278704,2000-12-29,2017-11-29,3,1.1977498956249287e-100
2534,2534,2506590,506590 (2005 XB1),-0.6386000097338036,False,0,1.5446091716732978e-36,29,1,1.6701855618488723,0.04413009620117453,2005-12-04,2022-03-26,3,1.1977498956249287e-100
2535,2535,2506732,506732 (2006 VW2),-0.6386855548618191,True,0,1.5446091716732978e-36,42,1,1.93287080035813,0.04412059185613444,2006-11-11,2021-11-07,3,1.1977498956249287e-100
2536,2536,2506779,506779 (2006 YY2),-0.6390881872643458,False,0,1.5446091716732978e-36,83,0,2.4340463686889464,0.045812348247048267,2006-12-22,2021-08-07,1,1.1977498956249287e-100
2537,2537,2506859,506859 (2007 VW137),-0.6390322977807089,True,0,1.5446091716732978e-36,57,1,1.5929483021331388,0.04679582853096322,2007-11-08,2018-08-13,3,1.1977498956249287e-100
2538,2538,2506951,506951 (2008 KV28),-0.6387539909642316,False,0,1.5446091716732978e-36,26,0,2.1876327468517944,0.045302017279635426,2008-05-31,2017-11-25,1,1.1977498956249287e-100
2539,2539,2507355,507355 (2011 VV5),-0.6389273624236765,False,0,1.5446091716732978e-36,36,1,1.4454801653832718,0.04510084070508137,2011-11-03,2020-12-19,3,1.1977498956249287e-100
2540,2540,2507366,507366 (2011 XO3),-0.6391931226213783,False,0,1.5446091716732978e-36,100,0,2.273064271431421,0.047788994428340066,2011-12-01,2018-05-14,1,1.1977498956249287e-100
2541,2541,2507422,507422 (2012 QB17),-0.6388167240581097,False,0,1.5446091716732978e-36,70,0,2.414689377253845,0.04552230331382542,2012-08-23,2017-11-07,1,1.1977498956249287e-100
2542,2542,2507716,507716 (2013 UP8),-0.63923988729136,True,0,1.5446091716732978e-36,42,1,2.077359936273149,0.046970577553247614,2013-10-25,2021-10-04,3,1.1977498956249287e-100
2543,2543,2507847,507847 (2014 GM1),-0.6391258271206727,False,0,1.5446091716732978e-36,32,0,2.4408434455002386,0.04678030136509721,2002-05-30,2022-03-09,1,1.1977498956249287e-100
2544,2544,2508767,508767 (1993 BD2),-0.639022032365347,False,0,1.5446091716732978e-36,97,0,2.625856904724318,0.04597800071293766,1993-01-22,2021-06-18,1,1.1977498956249287e-100
2545,2545,2508772,508772 (1998 WP7),-0.6388418172956609,False,0,1.5446091716732978e-36,43,1,1.711120827268511,0.04440034761722457,1998-11-23,2021-11-28,3,1.1977498956249287e-100
2546,2546,2508774,508774 (1999 JE1),-0.6388566451178503,True,0,1.5446091716732978e-36,43,1,1.4404509323363643,0.04515226629905558,1999-05-07,2021-02-01,3,1.1977498956249287e-100
2547,2547,2508786,508786 (2000 BL19),-0.6388395360922472,False,0,1.5446091716732978e-36,36,1,2.11866537021636,0.047239218315133266,2000-01-30,2018-06-15,3,1.1977498956249287e-100
2548,2548,2508796,508796 (2000 KN44),-0.6389992203312096,False,0,1.5446091716732978e-36,47,0,2.4529810840009976,0.04707408184587524,2000-05-30,2018-06-14,1,1.1977498956249287e-100
2549,2549,2508861,508861 (2002 RN38),-0.6391360925360345,False,0,1.5446091716732978e-36,50,0,2.551584445228464,0.048311057344252506,2002-08-18,2018-03-13,1,1.1977498956249287e-100
2550,2550,2508871,508871 (2003 CN17),-0.6389535962629346,False,0,1.5446091716732978e-36,63,1,1.9569266185166452,0.04581372591379622,2003-02-08,2018-09-10,3,1.1977498956249287e-100
2551,2551,2508905,508905 (2003 WX87),-0.6390425631960708,False,0,1.5446091716732978e-36,38,0,2.412881450871133,0.04642919620289849,2003-11-21,2020-08-22,1,1.1977498956249287e-100
2552,2552,2508908,508908 (2003 YX1),-0.6387254759215597,True,0,1.5446091716732978e-36,54,2,1.65666437479632,0.04303191558909863,2003-12-19,2018-01-23,2,1.1977498956249287e-100
2553,2553,2508912,508912 (2004 BB),-0.6388851601605222,False,0,1.5446091716732978e-36,46,1,2.054115650640619,0.04602990779908567,2004-01-16,2018-02-22,3,1.1977498956249287e-100
2554,2554,2508918,508918 (2004 BG86),-0.6389193782117284,False,0,1.5446091716732978e-36,28,1,1.5395806289654668,0.04505651357770658,2004-01-28,2018-01-18,3,1.1977498956249287e-100
2555,2555,2508967,508967 (2004 VC17),-0.6390106263482783,True,0,1.5446091716732978e-36,53,1,1.4173264263349452,0.046427981299891674,2004-11-07,2018-01-11,3,1.1977498956249287e-100
2556,2556,2508997,508997 (2005 FL4),-0.6391748729940683,False,0,1.5446091716732978e-36,37,1,1.7629591270627718,0.047290434404556034,2005-03-30,2021-12-01,3,1.1977498956249287e-100
2557,2557,2509073,509073 (2005 UM5),-0.638741444345456,False,0,1.5446091716732978e-36,32,1,1.5565230861730686,0.04460692828568241,2005-10-27,2021-11-14,3,1.1977498956249287e-100
2558,2558,2509102,509102 (2005 VB7),-0.6388737541434534,False,0,1.5446091716732978e-36,23,0,2.4184018814620734,0.045380588730048514,2005-11-12,2018-01-16,1,1.1977498956249287e-100
2559,2559,2509191,509191 (2006 OC5),-0.6389193782117284,True,0,1.5446091716732978e-36,45,1,1.884398873422033,0.04686644820038317,2006-07-21,2018-01-30,3,1.1977498956249287e-100
2560,2560,2509192,509192 (2006 OD7),-0.6388977067792978,False,0,1.5446091716732978e-36,47,0,2.3077074413650296,0.04403804864475252,2006-07-24,2021-02-06,1,1.1977498956249287e-100
2561,2561,2509352,509352 (2007 AG),-0.6388167240581097,True,0,1.5446091716732978e-36,57,2,1.4809702103895905,0.04267560628665702,2007-01-08,2018-01-27,2,1.1977498956249287e-100
2562,2562,2509353,509353 (2007 AT2),-0.6388726135417465,False,0,1.5446091716732978e-36,65,0,2.2136691121781102,0.0452548577732812,2006-12-10,2019-11-17,1,1.1977498956249287e-100
2563,2563,2509456,509456 (2007 LF),-0.6387710999898347,True,0,1.5446091716732978e-36,45,1,2.084834780031879,0.0453305952525954,2007-06-07,2018-09-05,3,1.1977498956249287e-100
2564,2564,2509505,509505 (2007 VL8),-0.6386912578703535,False,0,1.5446091716732978e-36,28,2,1.6106064098045383,0.043429729974486395,2007-11-05,2019-01-24,2,1.1977498956249287e-100
2565,2565,2509520,509520 (2007 WB),-0.6389524556612277,False,0,1.5446091716732978e-36,35,1,1.5075141862359587,0.04586815626716131,2005-01-19,2020-11-23,3,1.1977498956249287e-100
2566,2566,2509523,509523 (2007 XP3),-0.6389079721946597,False,0,1.5446091716732978e-36,34,1,1.361075143440584,0.04706548544301417,2007-12-04,2018-01-23,3,1.1977498956249287e-100
2567,2567,2509569,509569 (2008 CJ70),-0.6387026638874223,False,0,1.5446091716732978e-36,27,0,2.4494027377636636,0.04415642017837779,2003-03-07,2018-05-11,1,1.1977498956249287e-100
2568,2568,2509821,509821 (2008 WQ63),-0.6388167240581097,True,0,1.5446091716732978e-36,34,1,1.694124150927637,0.045796551616902416,2002-07-18,2018-08-08,3,1.1977498956249287e-100
2569,2569,2509935,509935 (2009 QL8),-0.6388965661775909,True,0,1.5446091716732978e-36,64,1,1.9536303664860772,0.04599413647498599,2009-08-20,2019-06-03,3,1.1977498956249287e-100
2570,2570,2510055,510055 (2010 FH81),-0.6386490556071992,True,0,1.5446091716732978e-36,34,1,2.072231780918055,0.043892656759884276,2010-03-30,2021-12-02,3,1.1977498956249287e-100
2571,2571,2510073,510073 (2010 JF88),-0.6389878143141409,False,0,1.5446091716732978e-36,57,1,1.7916769606847105,0.046658021721282195,2010-05-14,2020-12-23,3,1.1977498956249287e-100
2572,2572,2510160,510160 (2010 XO56),-0.6388167240581097,False,0,1.5446091716732978e-36,29,1,2.1098768669535843,0.04335662902047583,2010-12-11,2018-01-16,3,1.1977498956249287e-100
2573,2573,2510190,510190 (2011 CX7),-0.6387574127693523,False,0,1.5446091716732978e-36,28,1,1.9442678113072738,0.044335681013741794,2011-02-05,2020-12-06,3,1.1977498956249287e-100
2574,2574,2510238,510238 (2011 FC29),-0.6387482879556973,False,0,1.5446091716732978e-36,22,1,1.6380921938376007,0.04415047321339054,2011-03-30,2018-04-08,3,1.1977498956249287e-100
2575,2575,2510262,510262 (2011 HJ61),-0.6389102533980734,False,0,1.5446091716732978e-36,40,1,1.9224714139809431,0.044945971988640004,2011-04-30,2020-05-25,3,1.1977498956249287e-100
2576,2576,2510529,510529 (2012 EY11),-0.6386342277850098,True,0,1.5446091716732978e-36,28,1,2.083851926779688,0.04354397649835539,2001-03-19,2017-05-16,3,1.1977498956249287e-100
2577,2577,2511002,511002 (2013 MZ5),-0.6388155834564029,False,0,1.5446091716732978e-36,33,0,2.6129186346558235,0.044520405931395245,2013-06-18,2022-02-06,1,1.1977498956249287e-100
2578,2578,2511008,511008 (2013 PX6),-0.6389992203312096,True,0,1.5446091716732978e-36,63,1,1.9805867565969977,0.04710181000251622,2010-01-12,2018-03-29,3,1.1977498956249287e-100
2579,2579,2511064,511064 (2013 TH5),-0.6391018744848282,False,0,1.5446091716732978e-36,51,0,2.2736591640872152,0.04698150895530045,1997-01-10,2018-02-02,1,1.1977498956249287e-100
2580,2580,2511137,511137 (2013 XM24),-0.6389421902458658,False,0,1.5446091716732978e-36,54,1,2.058855871762881,0.04531363134810559,2013-12-13,2017-12-16,3,1.1977498956249287e-100
2581,2581,2511243,511243 (2014 BS32),-0.638950174457814,False,0,1.5446091716732978e-36,73,0,2.5281250956439565,0.04466810609961564,2010-03-20,2022-04-01,1,1.1977498956249287e-100
2582,2582,2511520,511520 (2014 QW296),-0.6389707052885377,False,0,1.5446091716732978e-36,57,0,2.645179560557314,0.045708285797451065,1980-07-11,2021-03-10,1,1.1977498956249287e-100
2583,2583,2511523,511523 (2014 QS439),-0.6388977067792978,False,0,1.5446091716732978e-36,73,0,2.1800106478015326,0.045120343024297516,2014-08-31,2022-03-27,1,1.1977498956249287e-100
2584,2584,2511600,511600 (2015 AZ245),-0.6391623263752926,False,0,1.5446091716732978e-36,21,1,1.5169145183541188,0.04623092675113432,2014-11-26,2021-11-28,3,1.1977498956249287e-100
2585,2585,2511684,511684 (2015 BN509),-0.6387357413369217,True,0,1.5446091716732978e-36,121,1,1.4686048489951156,0.044080266716966715,2005-12-03,2022-02-21,3,1.1977498956249287e-100
2586,2586,2511777,511777 (2015 EZ),-0.6387939120239722,False,0,1.5446091716732978e-36,84,1,2.087239902195055,0.044394116489183275,2007-10-12,2021-01-05,3,1.1977498956249287e-100
2587,2587,2511808,511808 (2015 FH120),-0.6389821113056064,False,0,1.5446091716732978e-36,62,1,1.8318052334111272,0.046290488899651934,2015-03-26,2021-05-09,3,1.1977498956249287e-100
2588,2588,2512234,512234 (2015 VO66),-0.6387710999898347,True,0,1.5446091716732978e-36,63,2,1.4314964492578774,0.04397269902474098,2014-12-09,2020-01-25,2,1.1977498956249287e-100
2589,2589,2512242,512242 (2015 XZ261),-0.639012907551692,False,0,1.5446091716732978e-36,33,0,2.2795575414107683,0.04494019969038634,2001-12-19,2022-01-05,1,1.1977498956249287e-100
2590,2590,2512244,512244 (2015 YE18),-0.6390756406455702,False,0,1.5446091716732978e-36,60,1,1.5005062660313904,0.04411793668791686,2015-12-31,2022-02-20,3,1.1977498956249287e-100
2591,2591,2512245,512245 (2016 AU8),-0.6388486609059022,False,0,1.5446091716732978e-36,155,2,1.8193056399556446,0.04319975830934375,2013-01-03,2022-02-09,2,1.1977498956249287e-100
2592,2592,2513125,513125 (1997 GC32),-0.6390094857465715,False,0,1.5446091716732978e-36,71,1,1.72179944608018,0.046362278409422385,1997-04-14,2021-01-18,3,1.1977498956249287e-100
2593,2593,2513126,513126 (1998 QP),-0.6386912578703535,True,0,1.5446091716732978e-36,34,1,1.76971355542348,0.045838275620814065,1998-08-17,2018-02-21,3,1.1977498956249287e-100
2594,2594,2513138,513138 (2002 CY58),-0.6387254759215597,False,0,1.5446091716732978e-36,26,1,1.8910476991063547,0.04462574724850017,2002-02-03,2018-03-07,3,1.1977498956249287e-100
2595,2595,2513163,513163 (2003 YT124),-0.638759693972766,False,0,1.5446091716732978e-36,19,0,2.4909455175485196,0.04642431753927638,2003-12-28,2017-10-16,1,1.1977498956249287e-100
2596,2596,2513165,513165 (2004 CK39),-0.6389467526526934,False,0,1.5446091716732978e-36,47,1,1.4345174170640835,0.047036841323577785,2004-02-14,2021-11-28,3,1.1977498956249287e-100
2597,2597,2513170,513170 (2004 KH15),-0.6388007556342135,False,0,1.5446091716732978e-36,37,2,1.834338432515929,0.04305864782299162,2004-05-24,2021-05-12,2,1.1977498956249287e-100
2598,2598,2513171,513171 (2004 MD6),-0.6387825060069034,True,0,1.5446091716732978e-36,38,2,1.4548762268670254,0.0438981718405486,2004-06-23,2020-10-11,2,1.1977498956249287e-100
2599,2599,2513181,513181 (2005 BS27),-0.6387939120239722,False,0,1.5446091716732978e-36,33,1,1.701518793618502,0.0440190399614722,2005-01-31,2018-02-23,3,1.1977498956249287e-100
2600,2600,2513182,513182 (2005 CV38),-0.638805318041041,False,0,1.5446091716732978e-36,37,0,2.226700787246667,0.04571912168210898,2005-02-09,2018-07-10,1,1.1977498956249287e-100
2601,2601,2513312,513312 (2007 DM41),-0.6386000097338036,True,0,1.5446091716732978e-36,44,1,1.5709735275550747,0.044483709265577515,2007-02-23,2017-11-15,3,1.1977498956249287e-100
2602,2602,2513358,513358 (2008 CA5),-0.6388509421093159,False,0,1.5446091716732978e-36,26,1,1.7832487639296721,0.04599808561973697,2008-02-06,2018-10-06,3,1.1977498956249287e-100
2603,2603,2513472,513472 (2009 CS5),-0.6388965661775909,False,0,1.5446091716732978e-36,30,1,1.5248754630312502,0.04539865664023039,2009-02-14,2018-02-08,3,1.1977498956249287e-100
2604,2604,2513489,513489 (2009 EV),-0.6388281300751785,True,0,1.5446091716732978e-36,28,1,1.8679872962687343,0.04562500625076942,2008-08-03,2018-03-15,3,1.1977498956249287e-100
2605,2605,2513497,513497 (2009 HB82),-0.6390916090694664,False,0,1.5446091716732978e-36,73,0,2.2972645280178785,0.047188589901846906,2009-04-23,2018-08-07,1,1.1977498956249287e-100
2606,2606,2513529,513529 (2010 CR1),-0.6389992203312096,False,0,1.5446091716732978e-36,37,1,1.4216323802097148,0.04531637658120878,2002-02-11,2021-04-04,3,1.1977498956249287e-100
2607,2607,2513550,513550 (2010 NG3),-0.6391474985531033,False,0,1.5446091716732978e-36,86,0,2.3338297430298724,0.04695316802501747,1976-08-27,2018-06-21,1,1.1977498956249287e-100
2608,2608,2513572,513572 (2010 VX39),-0.6389307842287971,False,0,1.5446091716732978e-36,32,0,2.180695536161358,0.04552829090974184,2010-11-05,2018-02-04,1,1.1977498956249287e-100
2609,2609,2513711,513711 (2012 PC20),-0.6386798518532848,False,0,1.5446091716732978e-36,40,0,2.2575897186803857,0.044067659357736766,2009-11-18,2021-02-15,1,1.1977498956249287e-100
2610,2610,2513776,513776 (2013 AA2),-0.6390334383824158,False,0,1.5446091716732978e-36,19,0,2.649555306379658,0.04719833417015194,2007-08-23,2018-03-18,1,1.1977498956249287e-100
2611,2611,2513916,513916 (2014 AR46),-0.6389193782117284,False,0,1.5446091716732978e-36,39,0,2.6471537942082155,0.044772210037763716,2013-12-11,2018-02-13,1,1.1977498956249287e-100
2612,2612,2514041,514041 (2014 MQ18),-0.6393208700125481,False,0,1.5446091716732978e-36,48,0,2.3948447953633245,0.04733954584667822,2004-03-28,2021-02-17,1,1.1977498956249287e-100
2613,2613,2514150,514150 (2015 KJ57),-0.6386684458362161,True,0,1.5446091716732978e-36,52,1,2.0144969041904495,0.04506655850193085,2015-05-18,2018-02-05,3,1.1977498956249287e-100
2614,2614,2514568,514568 (1994 RC),-0.6389079721946597,True,0,1.5446091716732978e-36,25,1,1.9706091512593662,0.0465976612985263,1994-04-07,2018-11-06,3,1.1977498956249287e-100
2615,2615,2514571,514571 (1996 RY3),-0.6387825060069034,False,0,1.5446091716732978e-36,34,0,2.169234076834941,0.04363258815129051,1996-09-15,2018-05-22,1,1.1977498956249287e-100
2616,2616,2514596,514596 (2003 FG),-0.6388657699315053,True,0,1.5446091716732978e-36,56,1,1.4143156928978529,0.04498291517216611,2003-03-13,2021-03-26,3,1.1977498956249287e-100
2617,2617,2514597,514597 (2003 MD7),-0.6387939120239722,False,0,1.5446091716732978e-36,34,1,1.606109521021091,0.045267768019355815,2003-06-29,2019-07-13,3,1.1977498956249287e-100
2618,2618,2514652,514652 (2005 SC71),-0.6390174699585196,False,0,1.5446091716732978e-36,67,0,2.4252528862473994,0.04563409119193138,2005-09-30,2021-11-26,1,1.1977498956249287e-100
2619,2619,2514846,514846 (2008 EQ7),-0.6385315736313911,False,0,1.5446091716732978e-36,33,0,2.2796228854124427,0.04434880500111173,2008-03-06,2018-03-15,1,1.1977498956249287e-100
2620,2620,2514914,514914 (2008 TN26),-0.6388281300751785,False,0,1.5446091716732978e-36,24,1,1.6828713929506152,0.045998819474367965,2008-10-09,2018-11-16,3,1.1977498956249287e-100
2621,2621,2515010,515010 (2009 SK2),-0.6389467526526934,False,0,1.5446091716732978e-36,35,1,1.984882948649374,0.04550430816546871,2009-09-18,2020-03-07,3,1.1977498956249287e-100
2622,2622,2515049,515049 (2010 FL),-0.6389079721946597,False,0,1.5446091716732978e-36,43,1,1.6745051333073635,0.04619164026792334,2002-10-30,2018-11-09,3,1.1977498956249287e-100
2623,2623,2515082,515082 (2010 TM3),-0.638759693972766,False,0,1.5446091716732978e-36,46,0,2.3140368982254236,0.044368902807339426,1981-10-25,2018-03-20,1,1.1977498956249287e-100
2624,2624,2515335,515335 (2013 AW60),-0.6389650022800034,False,0,1.5446091716732978e-36,32,0,2.1934983892177904,0.045532044390450874,2013-01-09,2019-08-04,1,1.1977498956249287e-100
2625,2625,2515446,515446 (2013 UG5),-0.6387859278120241,False,0,1.5446091716732978e-36,58,0,2.3004545417695206,0.044804225686409585,2013-10-25,2020-05-26,1,1.1977498956249287e-100
2626,2626,2515639,515639 (2014 MK27),-0.6386570398191473,False,0,1.5446091716732978e-36,24,1,1.7020786902877239,0.04370029873028227,2014-06-27,2018-05-13,3,1.1977498956249287e-100
2627,2627,2515742,515742 (2015 CU),-0.6387368819386285,False,0,1.5446091716732978e-36,46,2,1.8038317196959144,0.04317592621567697,2015-02-08,2018-03-10,2,1.1977498956249287e-100
2628,2628,2515767,515767 (2015 JA2),-0.6387026638874223,True,0,1.5446091716732978e-36,48,1,1.6867539865915895,0.04370806777319621,2015-05-13,2020-02-14,3,1.1977498956249287e-100
